delivery_id,order_id,date,delivery_slot,distance_km,time_taken_min,delivery_cost_inr,status
DEL01107,ORD01107,2024-03-12,15:00-18:00,8.55,32.7,56.91,Delivered
DEL01108,ORD01108,2024-03-13,12:00-15:00,1.99,5.3,34.19,Delayed
DEL01109,ORD01109,2024-03-06,09:00-12:00,41.88,136.9,147.87,Delivered
DEL01110,ORD01110,2024-03-26,15:00-18:00,35.1,104.9,133.51,Delivered
DEL01111,ORD01111,2024-03-14,18:00-21:00,12.56,47.1,66.79,Delivered
DEL01112,ORD01112,2024-03-05,12:00-15:00,38.0,103.5,131.66,Delivered
DEL01113,ORD01113,2024-03-18,09:00-12:00,44.49,143.5,130.12,Returned
DEL01114,ORD01114,2024-03-21,09:00-12:00,34.53,136.2,113.53,Delivered
DEL01115,ORD01115,2024-03-09,18:00-21:00,10.99,46.9,65.09,Delivered
DEL01116,ORD01116,2024-03-14,15:00-18:00,13.35,33.8,63.65,Delivered
DEL01117,ORD01117,2024-03-06,09:00-12:00,6.08,18.6,42.59,Delivered
DEL01118,ORD01118,2024-03-20,12:00-15:00,14.3,38.1,66.38,Delivered
DEL01119,ORD01119,2024-03-17,12:00-15:00,11.93,41.8,64.6,Delivered
DEL01120,ORD01120,2024-03-08,18:00-21:00,39.5,165.8,139.91,Delayed
DEL01121,ORD01121,2024-03-12,18:00-21:00,15.78,43.8,90.15,Delivered
DEL01122,ORD01122,2024-03-22,15:00-18:00,6.86,23.7,51.64,Delayed
DEL01123,ORD01123,2024-03-16,09:00-12:00,42.47,110.7,126.01,Delivered
DEL01124,ORD01124,2024-03-12,09:00-12:00,14.45,54.1,65.68,Delivered
DEL01125,ORD01125,2024-03-10,18:00-21:00,29.62,117.7,127.67,Delivered
DEL01126,ORD01126,2024-03-26,12:00-15:00,23.8,68.3,93.03,Delivered
DEL01127,ORD01127,2024-03-11,18:00-21:00,18.73,71.1,93.88,Delivered
DEL01128,ORD01128,2024-03-29,12:00-15:00,14.45,46.2,63.37,Delivered
DEL01129,ORD01129,2024-03-23,18:00-21:00,38.58,157.1,157.54,Delivered
DEL01130,ORD01130,2024-03-07,18:00-21:00,28.2,80.0,117.71,Delivered
DEL01131,ORD01131,2024-03-06,15:00-18:00,20.68,60.7,88.12,Delivered
DEL01132,ORD01132,2024-03-28,18:00-21:00,19.08,49.2,84.41,Delivered
DEL01133,ORD01133,2024-03-30,09:00-12:00,5.98,25.3,41.41,Delivered
DEL01134,ORD01134,2024-03-09,18:00-21:00,22.96,101.0,95.39,Delivered
DEL01135,ORD01135,2024-03-15,09:00-12:00,16.67,43.2,67.15,Delivered
DEL01136,ORD01136,2024-03-27,12:00-15:00,3.91,15.9,44.97,Delivered
DEL01137,ORD01137,2024-03-29,15:00-18:00,22.28,56.1,100.13,Delivered
DEL01138,ORD01138,2024-03-10,12:00-15:00,13.41,52.3,61.75,Delivered
DEL01139,ORD01139,2024-03-04,18:00-21:00,42.01,124.8,169.32,Delivered
DEL01140,ORD01140,2024-03-08,18:00-21:00,32.58,131.2,124.07,Delivered
DEL01141,ORD01141,2024-03-25,09:00-12:00,4.77,13.9,40.29,Delivered
DEL01142,ORD01142,2024-03-01,09:00-12:00,18.88,50.0,84.56,Delivered
DEL01143,ORD01143,2024-03-25,12:00-15:00,44.33,165.9,154.92,Delivered
DEL01144,ORD01144,2024-03-05,18:00-21:00,30.24,94.2,121.84,Delivered
DEL01145,ORD01145,2024-03-14,12:00-15:00,39.62,102.2,137.73,Delivered
DEL01146,ORD01146,2024-03-24,09:00-12:00,6.04,21.5,46.03,Delivered
DEL01147,ORD01147,2024-03-15,18:00-21:00,32.57,85.9,129.18,Delivered
DEL01148,ORD01148,2024-03-14,09:00-12:00,5.84,21.0,43.44,Delivered
DEL01149,ORD01149,2024-03-14,18:00-21:00,20.96,54.9,93.74,Delivered
DEL01150,ORD01150,2024-03-22,09:00-12:00,9.68,36.7,50.05,Delivered
DEL01151,ORD01151,2024-03-08,18:00-21:00,42.17,106.3,163.02,Delivered
DEL01152,ORD01152,2024-03-24,12:00-15:00,18.7,61.8,74.63,Delivered
DEL01153,ORD01153,2024-03-10,15:00-18:00,8.82,28.0,61.15,Delivered
DEL01154,ORD01154,2024-03-03,18:00-21:00,23.42,71.9,110.96,Delivered
DEL01155,ORD01155,2024-03-06,18:00-21:00,17.56,51.2,90.11,Delivered
DEL01156,ORD01156,2024-03-28,12:00-15:00,4.04,15.3,40.26,Delivered
DEL01157,ORD01157,2024-03-25,18:00-21:00,22.86,80.9,112.2,Delayed
DEL01158,ORD01158,2024-03-09,15:00-18:00,2.01,6.9,39.65,Delivered
DEL01159,ORD01159,2024-03-25,09:00-12:00,3.88,16.1,42.79,Delivered
DEL01160,ORD01160,2024-03-24,15:00-18:00,22.9,71.3,91.33,Delivered
DEL01161,ORD01161,2024-03-19,18:00-21:00,3.16,11.0,42.35,Delivered
DEL01162,ORD01162,2024-03-22,15:00-18:00,12.46,37.5,67.39,Delivered
DEL01163,ORD01163,2024-03-13,09:00-12:00,13.15,44.5,68.37,Delivered
DEL01164,ORD01164,2024-03-19,18:00-21:00,37.33,125.3,145.21,Delivered
DEL01165,ORD01165,2024-03-05,18:00-21:00,3.3,13.2,44.15,Delivered
DEL01166,ORD01166,2024-03-10,09:00-12:00,35.58,97.3,124.53,Delivered
DEL01167,ORD01167,2024-03-14,15:00-18:00,24.7,65.1,92.37,Delayed
DEL01168,ORD01168,2024-03-23,15:00-18:00,8.43,28.5,56.07,Delivered
DEL01169,ORD01169,2024-03-12,09:00-12:00,10.69,36.6,60.4,Delivered
DEL01170,ORD01170,2024-03-06,12:00-15:00,26.88,95.0,100.8,Delivered
DEL01171,ORD01171,2024-03-18,12:00-15:00,13.83,47.4,70.52,Delivered
DEL01172,ORD01172,2024-03-27,18:00-21:00,11.34,42.9,76.85,Delivered
DEL01173,ORD01173,2024-03-14,12:00-15:00,29.16,121.3,111.08,Delivered
DEL01174,ORD01174,2024-03-12,18:00-21:00,40.76,135.8,145.76,Delivered
DEL01175,ORD01175,2024-03-01,09:00-12:00,15.39,63.7,65.53,Delivered
DEL01176,ORD01176,2024-03-21,15:00-18:00,35.81,144.5,125.62,Delivered
DEL01177,ORD01177,2024-03-19,18:00-21:00,28.85,97.4,118.71,Delivered
DEL01178,ORD01178,2024-03-21,12:00-15:00,21.1,83.3,92.23,Delivered
DEL01179,ORD01179,2024-03-20,18:00-21:00,27.45,94.8,123.54,Delivered
DEL01180,ORD01180,2024-03-30,15:00-18:00,20.45,63.8,81.3,Delivered
DEL01181,ORD01181,2024-03-20,12:00-15:00,29.16,85.2,104.53,Delivered
DEL01182,ORD01182,2024-03-23,18:00-21:00,44.6,129.0,155.24,Delivered
DEL01183,ORD01183,2024-03-13,12:00-15:00,35.15,98.5,117.88,Delivered
DEL01184,ORD01184,2024-03-19,09:00-12:00,8.57,24.4,49.9,Delivered
DEL01185,ORD01185,2024-03-24,15:00-18:00,29.09,105.0,114.69,Delivered
DEL01186,ORD01186,2024-03-06,18:00-21:00,17.8,53.7,92.81,Delivered
DEL01187,ORD01187,2024-03-25,18:00-21:00,17.14,65.0,84.66,Delivered
DEL01188,ORD01188,2024-03-30,15:00-18:00,28.57,119.3,107.7,Delivered
DEL01189,ORD01189,2024-03-13,09:00-12:00,22.91,81.6,83.59,Delivered
DEL01190,ORD01190,2024-03-22,12:00-15:00,19.97,75.9,78.15,Delivered
DEL01191,ORD01191,2024-03-14,09:00-12:00,14.55,62.0,61.8,Delivered
DEL01192,ORD01192,2024-03-27,12:00-15:00,12.87,36.2,64.47,Delivered
DEL01193,ORD01193,2024-03-07,12:00-15:00,33.75,86.0,126.87,Delivered
DEL01194,ORD01194,2024-03-01,09:00-12:00,6.6,16.5,44.41,Delivered
DEL01195,ORD01195,2024-03-19,12:00-15:00,13.87,35.8,68.87,Delivered
DEL01196,ORD01196,2024-03-16,09:00-12:00,8.13,31.9,48.72,Delivered
DEL01197,ORD01197,2024-03-13,09:00-12:00,42.97,116.6,147.76,Delivered
DEL01198,ORD01198,2024-03-20,18:00-21:00,13.26,34.4,75.19,Delivered
DEL01199,ORD01199,2024-03-28,15:00-18:00,19.09,64.5,93.2,Delivered
DEL01200,ORD01200,2024-03-18,09:00-12:00,17.45,52.0,67.07,Delivered
DEL01201,ORD01201,2024-03-11,09:00-12:00,8.07,29.4,46.33,Delivered
DEL01202,ORD01202,2024-03-19,09:00-12:00,18.15,68.0,80.49,Delivered
DEL01203,ORD01203,2024-03-16,18:00-21:00,35.73,141.7,130.57,Delivered
DEL01204,ORD01204,2024-03-14,09:00-12:00,19.59,64.5,76.56,Delivered
DEL01205,ORD01205,2024-03-26,09:00-12:00,26.01,70.9,102.82,Delivered
DEL01206,ORD01206,2024-03-23,18:00-21:00,32.72,141.7,147.06,Delivered
DEL01207,ORD01207,2024-03-29,12:00-15:00,23.87,76.4,89.88,Delivered
DEL01208,ORD01208,2024-03-24,09:00-12:00,10.57,45.6,53.6,Delivered
DEL01209,ORD01209,2024-03-05,15:00-18:00,4.18,10.7,48.1,Delivered
DEL01210,ORD01210,2024-03-04,18:00-21:00,2.46,7.0,46.75,Delivered
DEL01211,ORD01211,2024-03-28,12:00-15:00,24.66,81.6,93.83,Delivered
DEL01212,ORD01212,2024-03-11,18:00-21:00,2.5,10.2,39.66,Delivered
DEL01213,ORD01213,2024-03-05,09:00-12:00,7.33,19.7,52.63,Delivered
DEL01214,ORD01214,2024-03-08,18:00-21:00,16.95,70.5,90.26,Delivered
DEL01215,ORD01215,2024-03-13,18:00-21:00,14.86,51.2,82.23,Delivered
DEL01216,ORD01216,2024-03-02,15:00-18:00,35.88,119.0,141.96,Delivered
DEL01217,ORD01217,2024-03-12,12:00-15:00,15.84,47.0,72.06,Delivered
DEL01218,ORD01218,2024-03-20,18:00-21:00,42.77,125.0,170.18,Delivered
DEL01219,ORD01219,2024-03-24,12:00-15:00,40.55,141.5,129.1,Returned
DEL01220,ORD01220,2024-03-09,15:00-18:00,3.05,8.1,39.62,Delivered
DEL01221,ORD01221,2024-03-09,09:00-12:00,31.13,106.3,117.14,Delivered
DEL01222,ORD01222,2024-03-28,09:00-12:00,8.3,25.0,51.37,Delivered
DEL01223,ORD01223,2024-03-28,15:00-18:00,41.97,132.8,151.31,Delivered
DEL01224,ORD01224,2024-03-09,12:00-15:00,23.29,76.9,86.94,Delivered
DEL01225,ORD01225,2024-03-21,15:00-18:00,42.03,166.2,138.61,Delivered
DEL01226,ORD01226,2024-03-08,15:00-18:00,2.45,8.0,39.63,Delivered
DEL01227,ORD01227,2024-03-20,09:00-12:00,40.02,153.5,133.72,Delivered
DEL01228,ORD01228,2024-03-19,15:00-18:00,24.31,104.8,108.95,Delivered
DEL01229,ORD01229,2024-03-26,15:00-18:00,34.57,94.6,128.48,Delivered
DEL01230,ORD01230,2024-03-10,15:00-18:00,3.8,14.5,40.9,Returned
DEL01231,ORD01231,2024-03-13,09:00-12:00,8.57,24.0,55.89,Delivered
DEL01232,ORD01232,2024-03-19,18:00-21:00,10.15,44.1,62.76,Delivered
DEL01233,ORD01233,2024-03-11,12:00-15:00,8.23,28.7,50.03,Delivered
DEL01234,ORD01234,2024-03-24,09:00-12:00,2.95,10.5,35.78,Delivered
DEL01235,ORD01235,2024-03-03,18:00-21:00,2.32,8.7,44.27,Returned
DEL01236,ORD01236,2024-03-08,15:00-18:00,12.61,46.9,68.36,Delivered
DEL01237,ORD01237,2024-03-14,18:00-21:00,25.15,76.9,109.44,Delivered
DEL01238,ORD01238,2024-03-09,09:00-12:00,5.82,16.5,48.43,Delivered
DEL01239,ORD01239,2024-03-03,15:00-18:00,5.61,18.1,50.6,Delivered
DEL01240,ORD01240,2024-03-18,09:00-12:00,28.76,105.6,94.36,Returned
DEL01241,ORD01241,2024-03-30,18:00-21:00,9.64,33.1,66.06,Delivered
DEL01242,ORD01242,2024-03-19,15:00-18:00,6.82,21.1,55.77,Delivered
DEL01243,ORD01243,2024-03-06,15:00-18:00,17.76,66.2,85.79,Delivered
DEL01244,ORD01244,2024-03-19,15:00-18:00,33.75,116.3,114.11,Delivered
DEL01245,ORD01245,2024-03-06,15:00-18:00,17.72,78.5,74.38,Delivered
DEL01246,ORD01246,2024-03-11,18:00-21:00,38.72,147.0,157.09,Delivered
DEL01247,ORD01247,2024-03-06,12:00-15:00,44.46,118.5,141.2,Delivered
DEL01248,ORD01248,2024-03-18,12:00-15:00,33.92,102.8,126.75,Delivered
DEL01249,ORD01249,2024-03-01,18:00-21:00,22.53,63.8,111.19,Delivered
DEL01250,ORD01250,2024-03-10,18:00-21:00,30.05,127.9,125.1,Delivered
DEL01251,ORD01251,2024-03-05,12:00-15:00,15.53,51.7,68.01,Delivered
DEL01252,ORD01252,2024-03-17,15:00-18:00,37.39,164.5,126.81,Delivered
DEL01253,ORD01253,2024-03-23,09:00-12:00,36.97,112.7,134.19,Delivered
DEL01254,ORD01254,2024-03-28,18:00-21:00,30.37,135.6,134.02,Delivered
DEL01255,ORD01255,2024-03-07,18:00-21:00,36.57,130.7,131.42,Delivered
DEL01256,ORD01256,2024-03-20,12:00-15:00,40.48,108.2,133.83,Delivered
DEL01257,ORD01257,2024-03-22,18:00-21:00,26.75,88.5,105.35,Delivered
DEL01258,ORD01258,2024-03-13,09:00-12:00,34.12,97.3,120.65,Delivered
DEL01259,ORD01259,2024-03-15,15:00-18:00,9.19,34.1,57.16,Delivered
DEL01260,ORD01260,2024-03-23,12:00-15:00,34.46,120.0,111.64,Delivered
DEL01261,ORD01261,2024-03-17,15:00-18:00,15.82,58.6,71.6,Delivered
DEL01262,ORD01262,2024-03-26,18:00-21:00,8.54,35.0,61.05,Delivered
DEL01263,ORD01263,2024-03-02,09:00-12:00,26.6,82.0,94.67,Delivered
DEL01264,ORD01264,2024-03-01,15:00-18:00,7.14,30.4,48.91,Delivered
DEL01265,ORD01265,2024-03-02,12:00-15:00,27.7,82.9,113.05,Delivered
DEL01266,ORD01266,2024-03-30,09:00-12:00,12.32,38.9,61.43,Delivered
DEL01267,ORD01267,2024-03-26,12:00-15:00,38.89,127.6,146.05,Delivered
DEL01268,ORD01268,2024-03-04,09:00-12:00,22.56,78.3,84.23,Delivered
DEL01269,ORD01269,2024-03-23,09:00-12:00,8.03,34.7,47.65,Delivered
DEL01270,ORD01270,2024-03-20,15:00-18:00,17.02,70.4,80.14,Delivered
DEL01271,ORD01271,2024-03-09,09:00-12:00,43.98,148.3,150.49,Delayed
DEL01272,ORD01272,2024-03-18,18:00-21:00,1.62,4.8,41.56,Delivered
DEL01273,ORD01273,2024-03-12,18:00-21:00,44.87,158.3,163.19,Delivered
DEL01274,ORD01274,2024-03-19,12:00-15:00,33.26,114.5,126.0,Delivered
DEL01275,ORD01275,2024-03-16,12:00-15:00,10.6,28.9,63.48,Delivered
DEL01276,ORD01276,2024-03-09,15:00-18:00,37.66,158.3,138.65,Delivered
DEL01277,ORD01277,2024-03-09,15:00-18:00,19.24,72.9,84.29,Delivered
DEL01278,ORD01278,2024-03-16,18:00-21:00,2.04,7.1,45.86,Delivered
DEL01279,ORD01279,2024-03-25,18:00-21:00,17.25,44.9,84.87,Delivered
DEL01280,ORD01280,2024-03-14,18:00-21:00,3.18,11.0,48.38,Delivered
DEL01281,ORD01281,2024-03-04,15:00-18:00,17.04,66.2,81.71,Delivered
DEL01282,ORD01282,2024-03-17,18:00-21:00,30.0,103.2,113.8,Returned
DEL01283,ORD01283,2024-03-30,09:00-12:00,1.25,3.2,30.84,Delivered
DEL01284,ORD01284,2024-03-16,09:00-12:00,40.37,107.9,129.68,Delivered
DEL01285,ORD01285,2024-03-04,12:00-15:00,7.25,29.8,46.6,Delivered
DEL01286,ORD01286,2024-03-30,15:00-18:00,13.7,47.9,75.25,Returned
DEL01287,ORD01287,2024-03-18,09:00-12:00,26.02,97.9,96.55,Delivered
DEL01288,ORD01288,2024-03-09,15:00-18:00,31.15,121.7,130.28,Delivered
DEL01289,ORD01289,2024-03-19,12:00-15:00,28.37,89.5,113.9,Delivered
DEL01290,ORD01290,2024-03-08,12:00-15:00,7.94,31.6,55.73,Delivered
DEL01291,ORD01291,2024-03-01,18:00-21:00,6.54,25.9,52.8,Delivered
DEL01292,ORD01292,2024-03-25,15:00-18:00,11.85,43.2,64.21,Delivered
DEL01293,ORD01293,2024-03-11,15:00-18:00,43.5,174.2,143.9,Delivered
DEL01294,ORD01294,2024-03-18,15:00-18:00,2.31,9.5,39.13,Delivered
DEL01295,ORD01295,2024-03-28,12:00-15:00,23.66,88.3,98.89,Delivered
DEL01296,ORD01296,2024-03-30,09:00-12:00,16.21,61.0,70.56,Delivered
DEL01297,ORD01297,2024-03-30,09:00-12:00,30.35,116.2,114.77,Delivered
DEL01298,ORD01298,2024-03-23,18:00-21:00,2.12,8.8,44.9,Delivered
DEL01299,ORD01299,2024-03-24,15:00-18:00,2.36,9.3,39.76,Delivered
DEL01300,ORD01300,2024-03-06,18:00-21:00,12.56,37.2,75.52,Delivered
DEL01301,ORD01301,2024-03-18,15:00-18:00,32.82,147.4,121.72,Returned
DEL01302,ORD01302,2024-03-19,09:00-12:00,35.22,97.0,114.02,Delivered
DEL01303,ORD01303,2024-03-17,15:00-18:00,22.29,61.8,96.23,Delivered
DEL01304,ORD01304,2024-03-14,15:00-18:00,22.5,87.3,100.52,Delivered
DEL01305,ORD01305,2024-03-11,09:00-12:00,32.28,92.7,110.35,Returned
DEL01306,ORD01306,2024-03-06,09:00-12:00,7.5,33.7,51.68,Delivered
DEL01307,ORD01307,2024-03-29,15:00-18:00,11.48,46.5,62.25,Delivered
DEL01308,ORD01308,2024-03-06,15:00-18:00,18.26,52.5,89.29,Delayed
DEL01309,ORD01309,2024-03-09,15:00-18:00,39.45,170.2,143.37,Delivered
DEL01310,ORD01310,2024-03-22,12:00-15:00,12.16,47.5,58.3,Delayed
DEL01311,ORD01311,2024-03-14,15:00-18:00,18.36,82.2,88.75,Delivered
DEL01312,ORD01312,2024-03-25,12:00-15:00,35.38,127.1,122.43,Delivered
DEL01313,ORD01313,2024-03-19,15:00-18:00,8.63,36.0,61.94,Delivered
DEL01314,ORD01314,2024-03-01,15:00-18:00,35.46,104.6,140.4,Delivered
DEL01315,ORD01315,2024-03-18,18:00-21:00,26.57,104.8,114.0,Delivered
DEL01316,ORD01316,2024-03-08,15:00-18:00,42.77,177.7,164.18,Delivered
DEL01317,ORD01317,2024-03-29,09:00-12:00,15.24,55.6,63.32,Returned
DEL01318,ORD01318,2024-03-29,12:00-15:00,18.39,81.3,76.66,Delivered
DEL01319,ORD01319,2024-03-02,18:00-21:00,3.89,13.7,49.39,Delivered
DEL01320,ORD01320,2024-03-01,09:00-12:00,10.34,39.5,60.28,Delivered
DEL01321,ORD01321,2024-03-07,09:00-12:00,20.95,76.4,77.32,Delivered
DEL01322,ORD01322,2024-03-16,18:00-21:00,26.65,80.6,106.38,Delivered
DEL01323,ORD01323,2024-03-04,15:00-18:00,18.58,78.4,91.27,Delivered
DEL01324,ORD01324,2024-03-18,12:00-15:00,35.11,118.2,134.48,Delivered
DEL01325,ORD01325,2024-03-12,09:00-12:00,31.58,100.4,116.74,Delivered
DEL01326,ORD01326,2024-03-02,18:00-21:00,40.85,133.0,144.7,Delivered
DEL01327,ORD01327,2024-03-13,12:00-15:00,39.82,151.2,146.1,Delivered
DEL01328,ORD01328,2024-03-03,12:00-15:00,16.87,73.9,77.6,Delivered
DEL01329,ORD01329,2024-03-13,09:00-12:00,26.54,98.0,104.86,Delivered
DEL01330,ORD01330,2024-03-21,18:00-21:00,44.92,152.1,167.77,Delivered
DEL01331,ORD01331,2024-03-12,09:00-12:00,3.7,10.7,36.77,Delivered
DEL01332,ORD01332,2024-03-30,18:00-21:00,13.09,51.3,72.35,Delivered
DEL01333,ORD01333,2024-03-04,15:00-18:00,35.89,97.2,127.68,Delivered
DEL01334,ORD01334,2024-03-25,18:00-21:00,13.73,34.4,76.42,Delivered
DEL01335,ORD01335,2024-03-21,12:00-15:00,12.83,38.5,70.23,Delivered
DEL01336,ORD01336,2024-03-04,15:00-18:00,7.82,32.9,55.67,Delivered
DEL01337,ORD01337,2024-03-08,09:00-12:00,7.83,27.4,46.58,Delivered
DEL01338,ORD01338,2024-03-05,09:00-12:00,21.65,93.1,80.28,Returned
DEL01339,ORD01339,2024-03-24,18:00-21:00,7.51,31.7,54.38,Delivered
DEL01340,ORD01340,2024-03-10,15:00-18:00,30.91,117.2,109.3,Delivered
DEL01341,ORD01341,2024-03-25,09:00-12:00,36.64,153.3,128.75,Delivered
DEL01342,ORD01342,2024-03-09,15:00-18:00,9.44,36.2,59.12,Delivered
DEL01343,ORD01343,2024-03-26,15:00-18:00,39.45,100.9,146.65,Delivered
DEL01344,ORD01344,2024-03-10,15:00-18:00,11.23,30.4,63.16,Delivered
DEL01345,ORD01345,2024-03-18,18:00-21:00,15.37,43.9,74.41,Delivered
DEL01346,ORD01346,2024-03-23,18:00-21:00,41.84,165.6,162.83,Delayed
DEL01347,ORD01347,2024-03-03,18:00-21:00,15.38,44.8,82.24,Delivered
DEL01348,ORD01348,2024-03-20,09:00-12:00,8.4,26.0,46.93,Delivered
DEL01349,ORD01349,2024-03-16,09:00-12:00,10.12,27.1,60.34,Delivered
DEL01350,ORD01350,2024-03-07,18:00-21:00,10.57,41.9,69.74,Delivered
DEL01351,ORD01351,2024-03-14,15:00-18:00,44.33,199.2,161.38,Delivered
DEL01352,ORD01352,2024-03-13,12:00-15:00,3.88,10.3,41.18,Delivered
DEL01353,ORD01353,2024-03-18,18:00-21:00,30.64,80.6,131.32,Delayed
DEL01354,ORD01354,2024-03-14,18:00-21:00,45.0,185.1,161.77,Delivered
DEL01355,ORD01355,2024-03-08,09:00-12:00,34.43,129.3,110.53,Delivered
DEL01356,ORD01356,2024-03-28,12:00-15:00,31.87,134.8,123.72,Returned
DEL01357,ORD01357,2024-03-30,18:00-21:00,10.29,38.8,72.71,Delivered
DEL01358,ORD01358,2024-03-20,15:00-18:00,42.58,132.2,140.08,Delivered
DEL01359,ORD01359,2024-03-03,18:00-21:00,22.33,81.3,101.14,Delivered
DEL01360,ORD01360,2024-03-09,18:00-21:00,7.19,18.4,59.57,Delivered
DEL01361,ORD01361,2024-03-13,18:00-21:00,41.61,182.8,149.02,Delivered
DEL01362,ORD01362,2024-03-28,15:00-18:00,27.04,86.0,112.21,Delivered
DEL01363,ORD01363,2024-03-08,18:00-21:00,25.25,110.1,101.5,Delivered
DEL01364,ORD01364,2024-03-11,15:00-18:00,41.97,114.9,143.86,Delivered
DEL01365,ORD01365,2024-03-10,15:00-18:00,25.49,98.7,104.6,Delivered
DEL01366,ORD01366,2024-03-10,12:00-15:00,5.4,20.5,46.26,Delivered
DEL01367,ORD01367,2024-03-09,12:00-15:00,43.76,124.8,144.24,Delivered
DEL01368,ORD01368,2024-03-12,18:00-21:00,42.42,122.6,166.42,Delivered
DEL01369,ORD01369,2024-03-19,12:00-15:00,41.49,164.3,135.42,Delivered
DEL01370,ORD01370,2024-03-29,15:00-18:00,15.9,69.0,72.13,Delivered
DEL01371,ORD01371,2024-03-20,18:00-21:00,43.52,128.2,153.6,Delivered
DEL01372,ORD01372,2024-03-28,15:00-18:00,21.5,70.3,88.27,Delivered
DEL01373,ORD01373,2024-03-11,09:00-12:00,19.97,50.4,78.8,Delivered
DEL01374,ORD01374,2024-03-08,18:00-21:00,13.0,50.2,70.9,Delayed
DEL01375,ORD01375,2024-03-09,15:00-18:00,22.3,86.7,97.5,Delivered
DEL01376,ORD01376,2024-03-08,15:00-18:00,11.42,31.5,64.01,Delivered
DEL01377,ORD01377,2024-03-04,18:00-21:00,31.83,106.2,131.07,Delivered
DEL01378,ORD01378,2024-03-28,09:00-12:00,34.13,151.1,123.5,Delivered
DEL01379,ORD01379,2024-03-16,15:00-18:00,36.4,124.0,124.42,Delivered
DEL01380,ORD01380,2024-03-08,09:00-12:00,24.26,75.3,95.47,Delivered
DEL01381,ORD01381,2024-03-29,18:00-21:00,1.02,3.8,40.52,Delivered
DEL01382,ORD01382,2024-03-28,09:00-12:00,20.85,69.9,90.13,Delivered
DEL01383,ORD01383,2024-03-10,12:00-15:00,44.38,135.2,158.48,Delivered
DEL01384,ORD01384,2024-03-13,18:00-21:00,25.4,73.4,104.79,Delivered
DEL01385,ORD01385,2024-03-09,15:00-18:00,28.1,106.5,120.81,Delivered
DEL01386,ORD01386,2024-03-27,18:00-21:00,40.11,171.3,157.95,Delivered
DEL01387,ORD01387,2024-03-14,09:00-12:00,20.9,91.4,86.25,Delivered
DEL01388,ORD01388,2024-03-09,15:00-18:00,17.95,79.5,78.37,Delivered
DEL01389,ORD01389,2024-03-20,12:00-15:00,1.63,4.5,37.78,Delivered
DEL01390,ORD01390,2024-03-24,12:00-15:00,37.11,118.3,132.48,Delayed
DEL01391,ORD01391,2024-03-19,15:00-18:00,39.59,125.5,140.54,Delivered
DEL01392,ORD01392,2024-03-05,12:00-15:00,36.17,151.0,120.39,Delivered
DEL01393,ORD01393,2024-03-18,15:00-18:00,20.12,59.7,84.71,Delivered
DEL01394,ORD01394,2024-03-25,18:00-21:00,38.21,116.3,162.76,Delivered
DEL01395,ORD01395,2024-03-15,09:00-12:00,10.97,30.2,61.71,Delivered
DEL01396,ORD01396,2024-03-14,15:00-18:00,17.66,56.4,78.89,Delayed
DEL01397,ORD01397,2024-03-17,15:00-18:00,19.4,50.7,87.89,Delivered
DEL01398,ORD01398,2024-03-18,18:00-21:00,13.95,44.8,74.08,Delivered
DEL01399,ORD01399,2024-03-14,09:00-12:00,30.04,96.3,95.89,Delivered
DEL01400,ORD01400,2024-03-25,15:00-18:00,9.65,25.2,61.65,Delivered
DEL01401,ORD01401,2024-03-08,18:00-21:00,23.42,66.1,109.37,Delivered
DEL01402,ORD01402,2024-03-23,15:00-18:00,34.25,93.6,119.2,Delivered
DEL01403,ORD01403,2024-03-20,09:00-12:00,10.25,46.0,56.93,Returned
DEL01404,ORD01404,2024-03-22,12:00-15:00,22.39,92.8,85.15,Delivered
DEL01405,ORD01405,2024-03-29,18:00-21:00,14.58,52.1,86.65,Delivered
DEL01406,ORD01406,2024-03-15,09:00-12:00,31.06,113.6,104.74,Delivered
DEL01407,ORD01407,2024-03-07,18:00-21:00,39.34,159.3,152.89,Delivered
DEL01408,ORD01408,2024-03-03,18:00-21:00,19.01,67.0,93.26,Delivered
DEL01409,ORD01409,2024-03-14,09:00-12:00,18.24,66.6,80.15,Delivered
DEL01410,ORD01410,2024-03-23,15:00-18:00,7.24,28.2,55.16,Delivered
DEL01411,ORD01411,2024-03-28,12:00-15:00,12.87,42.7,65.12,Delivered
DEL01412,ORD01412,2024-03-26,12:00-15:00,19.52,68.2,77.39,Delivered
DEL01413,ORD01413,2024-03-30,09:00-12:00,4.38,19.4,43.51,Delivered
DEL01414,ORD01414,2024-03-07,09:00-12:00,20.24,89.7,86.42,Delivered
DEL01415,ORD01415,2024-03-16,18:00-21:00,16.07,51.3,88.54,Delivered
DEL01416,ORD01416,2024-03-04,09:00-12:00,9.59,31.1,51.49,Delivered
DEL01417,ORD01417,2024-03-14,15:00-18:00,3.1,11.0,42.9,Delivered
DEL01418,ORD01418,2024-03-09,18:00-21:00,15.82,43.6,88.11,Delivered
DEL01419,ORD01419,2024-03-28,12:00-15:00,12.6,51.2,63.45,Delivered
DEL01420,ORD01420,2024-03-23,15:00-18:00,3.69,12.6,43.78,Delivered
DEL01421,ORD01421,2024-03-15,15:00-18:00,7.62,29.6,52.16,Delivered
DEL01422,ORD01422,2024-03-19,12:00-15:00,13.18,38.3,65.39,Delivered
DEL01423,ORD01423,2024-03-02,18:00-21:00,37.64,162.8,152.38,Delivered
