order_id,timestamp,date,hour,day_of_week,sku_id,quantity,picker_id,delivery_slot,fulfillment_time_min,status
ORD01124,2024-03-12 11:40:00,2024-03-12,11,Tuesday,SKU029,8,P03,09:00-12:00,93,Delivered
ORD01125,2024-03-10 16:56:00,2024-03-10,16,Sunday,SKU024,9,P06,18:00-21:00,18,Delivered
ORD01126,2024-03-26 10:50:00,2024-03-26,10,Tuesday,SKU009,4,P02,12:00-15:00,78,Delivered
ORD01127,2024-03-11 08:20:00,2024-03-11,8,Monday,SKU026,6,P04,18:00-21:00,87,Delivered
ORD01128,2024-03-29 09:04:00,2024-03-29,9,Friday,SKU015,10,P04,12:00-15:00,28,Delivered
ORD01129,2024-03-23 16:56:00,2024-03-23,16,Saturday,SKU029,2,P07,18:00-21:00,55,Delivered
ORD01130,2024-03-07 09:51:00,2024-03-07,9,Thursday,SKU018,1,P05,18:00-21:00,30,Delivered
ORD01131,2024-03-06 16:37:00,2024-03-06,16,Wednesday,SKU015,10,P01,15:00-18:00,17,Delivered
ORD01132,2024-03-28 15:00:00,2024-03-28,15,Thursday,SKU033,5,P03,18:00-21:00,19,Delivered
ORD01133,2024-03-30 14:21:00,2024-03-30,14,Saturday,SKU024,2,P08,09:00-12:00,68,Delivered
ORD01134,2024-03-09 10:22:00,2024-03-09,10,Saturday,SKU015,9,P06,18:00-21:00,38,Delivered
ORD01135,2024-03-15 13:41:00,2024-03-15,13,Friday,SKU036,2,P06,09:00-12:00,18,Delivered
ORD01136,2024-03-27 01:06:00,2024-03-27,1,Wednesday,SKU036,7,P04,12:00-15:00,26,Delivered
ORD01137,2024-03-29 18:52:00,2024-03-29,18,Friday,SKU033,1,P01,15:00-18:00,28,Delivered
ORD01138,2024-03-10 07:21:00,2024-03-10,7,Sunday,SKU026,7,P05,12:00-15:00,32,Delivered
ORD01139,2024-03-04 08:55:00,2024-03-04,8,Monday,SKU007,10,P07,18:00-21:00,30,Delivered
ORD01140,2024-03-08 15:42:00,2024-03-08,15,Friday,SKU018,5,P06,18:00-21:00,43,Delivered
ORD01141,2024-03-25 10:05:00,2024-03-25,10,Monday,SKU014,4,P04,09:00-12:00,44,Delivered
ORD01142,2024-03-01 17:29:00,2024-03-01,17,Friday,SKU029,4,P08,09:00-12:00,69,Delivered
ORD01143,2024-03-25 14:54:00,2024-03-25,14,Monday,SKU012,5,P08,12:00-15:00,79,Delivered
ORD01144,2024-03-05 09:23:00,2024-03-05,9,Tuesday,SKU015,8,P04,18:00-21:00,39,Delivered
ORD01145,2024-03-14 09:19:00,2024-03-14,9,Thursday,SKU034,10,P02,12:00-15:00,74,Delivered
ORD01146,2024-03-24 08:01:00,2024-03-24,8,Sunday,SKU032,3,P05,09:00-12:00,75,Delivered
ORD01147,2024-03-15 11:07:00,2024-03-15,11,Friday,SKU034,2,P06,18:00-21:00,51,Delivered
ORD01148,2024-03-14 14:03:00,2024-03-14,14,Thursday,SKU016,6,P02,09:00-12:00,63,Delivered
ORD01149,2024-03-14 09:12:00,2024-03-14,9,Thursday,SKU015,10,P05,18:00-21:00,81,Delivered
ORD01150,2024-03-22 05:15:00,2024-03-22,5,Friday,SKU035,4,P02,09:00-12:00,19,Delivered
ORD01151,2024-03-08 06:06:00,2024-03-08,6,Friday,SKU011,10,P07,18:00-21:00,65,Delivered
ORD01152,2024-03-24 18:44:00,2024-03-24,18,Sunday,SKU010,4,P03,12:00-15:00,73,Delivered
ORD01153,2024-03-10 17:06:00,2024-03-10,17,Sunday,SKU009,10,P08,15:00-18:00,55,Delivered
ORD01154,2024-03-03 09:21:00,2024-03-03,9,Sunday,SKU033,3,P01,18:00-21:00,69,Delivered
ORD01155,2024-03-06 22:56:00,2024-03-06,22,Wednesday,SKU004,1,P06,18:00-21:00,89,Delivered
ORD01156,2024-03-28 10:07:00,2024-03-28,10,Thursday,SKU003,1,P05,12:00-15:00,92,Delivered
ORD01157,2024-03-25 07:19:00,2024-03-25,7,Monday,SKU029,6,P08,18:00-21:00,59,Delayed
ORD01158,2024-03-09 16:16:00,2024-03-09,16,Saturday,SKU014,1,P06,15:00-18:00,57,Delivered
ORD01159,2024-03-25 16:55:00,2024-03-25,16,Monday,SKU033,10,P08,09:00-12:00,49,Delivered
ORD01160,2024-03-24 16:09:00,2024-03-24,16,Sunday,SKU036,4,P03,15:00-18:00,78,Delivered
ORD01161,2024-03-19 17:27:00,2024-03-19,17,Tuesday,SKU014,2,P04,18:00-21:00,41,Delivered
ORD01162,2024-03-22 14:58:00,2024-03-22,14,Friday,SKU016,9,P03,15:00-18:00,59,Delivered
ORD01163,2024-03-13 15:17:00,2024-03-13,15,Wednesday,SKU012,1,P06,09:00-12:00,70,Delivered
ORD01164,2024-03-19 21:50:00,2024-03-19,21,Tuesday,SKU013,2,P01,18:00-21:00,33,Delivered
ORD01165,2024-03-05 14:18:00,2024-03-05,14,Tuesday,SKU022,3,P05,18:00-21:00,51,Delivered
ORD01166,2024-03-10 01:02:00,2024-03-10,1,Sunday,SKU009,10,P02,09:00-12:00,77,Delivered
ORD01167,2024-03-14 11:53:00,2024-03-14,11,Thursday,SKU001,5,P03,15:00-18:00,60,Delayed
ORD01168,2024-03-23 10:46:00,2024-03-23,10,Saturday,SKU009,10,P02,15:00-18:00,49,Delivered
ORD01169,2024-03-12 10:43:00,2024-03-12,10,Tuesday,SKU023,7,P07,09:00-12:00,62,Delivered
ORD01170,2024-03-06 15:43:00,2024-03-06,15,Wednesday,SKU031,10,P03,12:00-15:00,47,Delivered
ORD01171,2024-03-18 09:19:00,2024-03-18,9,Monday,SKU004,10,P08,12:00-15:00,63,Delivered
ORD01172,2024-03-27 12:08:00,2024-03-27,12,Wednesday,SKU019,6,P06,18:00-21:00,78,Delivered
ORD01173,2024-03-14 12:58:00,2024-03-14,12,Thursday,SKU019,7,P02,12:00-15:00,65,Delivered
ORD01174,2024-03-12 08:34:00,2024-03-12,8,Tuesday,SKU033,5,P01,18:00-21:00,31,Delivered
ORD01175,2024-03-01 13:48:00,2024-03-01,13,Friday,SKU031,8,P01,09:00-12:00,22,Delivered
ORD01176,2024-03-21 08:38:00,2024-03-21,8,Thursday,SKU005,5,P08,15:00-18:00,22,Delivered
ORD01177,2024-03-19 17:47:00,2024-03-19,17,Tuesday,SKU027,4,P03,18:00-21:00,44,Delivered
ORD01178,2024-03-21 19:19:00,2024-03-21,19,Thursday,SKU022,1,P08,12:00-15:00,36,Delivered
ORD01179,2024-03-20 19:33:00,2024-03-20,19,Wednesday,SKU005,4,P02,18:00-21:00,37,Delivered
ORD01180,2024-03-30 08:25:00,2024-03-30,8,Saturday,SKU018,3,P04,15:00-18:00,71,Delivered
ORD01181,2024-03-20 08:09:00,2024-03-20,8,Wednesday,SKU023,3,P03,12:00-15:00,36,Delivered
ORD01182,2024-03-23 14:30:00,2024-03-23,14,Saturday,SKU018,5,P02,18:00-21:00,62,Delivered
ORD01183,2024-03-13 11:51:00,2024-03-13,11,Wednesday,SKU006,7,P07,12:00-15:00,32,Delivered
ORD01184,2024-03-19 11:37:00,2024-03-19,11,Tuesday,SKU012,10,P08,09:00-12:00,69,Delivered
ORD01185,2024-03-24 12:00:00,2024-03-24,12,Sunday,SKU036,6,P04,15:00-18:00,99,Delivered
ORD01186,2024-03-06 16:22:00,2024-03-06,16,Wednesday,SKU025,10,P06,18:00-21:00,32,Delivered
ORD01187,2024-03-25 16:59:00,2024-03-25,16,Monday,SKU015,8,P07,18:00-21:00,38,Delivered
ORD01188,2024-03-30 14:42:00,2024-03-30,14,Saturday,SKU019,3,P06,15:00-18:00,89,Delivered
ORD01189,2024-03-13 06:01:00,2024-03-13,6,Wednesday,SKU031,3,P04,09:00-12:00,28,Delivered
ORD01190,2024-03-22 13:48:00,2024-03-22,13,Friday,SKU010,4,P02,12:00-15:00,64,Delivered
ORD01191,2024-03-14 20:03:00,2024-03-14,20,Thursday,SKU022,2,P01,09:00-12:00,87,Delivered
ORD01192,2024-03-27 03:11:00,2024-03-27,3,Wednesday,SKU012,8,P07,12:00-15:00,88,Delivered
ORD01193,2024-03-07 10:28:00,2024-03-07,10,Thursday,SKU026,4,P04,12:00-15:00,81,Delivered
ORD01194,2024-03-01 16:42:00,2024-03-01,16,Friday,SKU005,1,P03,09:00-12:00,61,Delivered
ORD01195,2024-03-19 14:04:00,2024-03-19,14,Tuesday,SKU013,9,P08,12:00-15:00,41,Delivered
ORD01196,2024-03-16 13:22:00,2024-03-16,13,Saturday,SKU022,9,P03,09:00-12:00,71,Delivered
ORD01197,2024-03-13 19:36:00,2024-03-13,19,Wednesday,SKU004,9,P05,09:00-12:00,50,Delivered
ORD01198,2024-03-20 14:01:00,2024-03-20,14,Wednesday,SKU009,5,P05,18:00-21:00,60,Delivered
ORD01199,2024-03-28 08:18:00,2024-03-28,8,Thursday,SKU004,10,P04,15:00-18:00,66,Delivered
ORD01200,2024-03-18 17:07:00,2024-03-18,17,Monday,SKU022,5,P01,09:00-12:00,76,Delivered
ORD01201,2024-03-11 19:03:00,2024-03-11,19,Monday,SKU007,9,P06,09:00-12:00,65,Delivered
ORD01202,2024-03-19 19:44:00,2024-03-19,19,Tuesday,SKU030,1,P06,09:00-12:00,75,Delivered
ORD01203,2024-03-16 20:17:00,2024-03-16,20,Saturday,SKU027,2,P01,18:00-21:00,91,Delivered
ORD01204,2024-03-14 13:50:00,2024-03-14,13,Thursday,SKU031,4,P01,09:00-12:00,18,Delivered
ORD01205,2024-03-26 09:38:00,2024-03-26,9,Tuesday,SKU031,1,P08,09:00-12:00,64,Delivered
ORD01206,2024-03-23 08:44:00,2024-03-23,8,Saturday,SKU015,3,P02,18:00-21:00,30,Delivered
ORD01207,2024-03-29 11:12:00,2024-03-29,11,Friday,SKU013,1,P04,12:00-15:00,31,Delivered
ORD01208,2024-03-24 18:51:00,2024-03-24,18,Sunday,SKU029,10,P01,09:00-12:00,52,Delivered
ORD01209,2024-03-05 12:18:00,2024-03-05,12,Tuesday,SKU003,6,P04,15:00-18:00,48,Delivered
ORD01210,2024-03-04 16:04:00,2024-03-04,16,Monday,SKU010,9,P04,18:00-21:00,60,Delivered
ORD01211,2024-03-28 09:45:00,2024-03-28,9,Thursday,SKU012,6,P05,12:00-15:00,82,Delivered
ORD01212,2024-03-11 17:32:00,2024-03-11,17,Monday,SKU005,6,P07,18:00-21:00,57,Delivered
ORD01213,2024-03-05 19:33:00,2024-03-05,19,Tuesday,SKU010,9,P04,09:00-12:00,71,Delivered
ORD01214,2024-03-08 17:41:00,2024-03-08,17,Friday,SKU028,2,P01,18:00-21:00,32,Delivered
ORD01215,2024-03-13 10:05:00,2024-03-13,10,Wednesday,SKU004,10,P07,18:00-21:00,34,Delivered
ORD01216,2024-03-02 09:24:00,2024-03-02,9,Saturday,SKU009,7,P01,15:00-18:00,19,Delivered
ORD01217,2024-03-12 20:58:00,2024-03-12,20,Tuesday,SKU022,6,P05,12:00-15:00,33,Delivered
ORD01218,2024-03-20 12:27:00,2024-03-20,12,Wednesday,SKU029,1,P02,18:00-21:00,70,Delivered
ORD01219,2024-03-24 15:33:00,2024-03-24,15,Sunday,SKU010,7,P08,12:00-15:00,31,Returned
ORD01220,2024-03-09 18:17:00,2024-03-09,18,Saturday,SKU004,4,P05,15:00-18:00,105,Delivered
ORD01221,2024-03-09 11:42:00,2024-03-09,11,Saturday,SKU010,10,P01,09:00-12:00,69,Delivered
ORD01222,2024-03-28 09:29:00,2024-03-28,9,Thursday,SKU002,1,P08,09:00-12:00,60,Delivered
ORD01223,2024-03-28 15:26:00,2024-03-28,15,Thursday,SKU004,2,P05,15:00-18:00,23,Delivered
ORD01224,2024-03-09 18:17:00,2024-03-09,18,Saturday,SKU010,8,P03,12:00-15:00,46,Delivered
ORD01225,2024-03-21 05:07:00,2024-03-21,5,Thursday,SKU025,3,P08,15:00-18:00,20,Delivered
ORD01226,2024-03-08 06:45:00,2024-03-08,6,Friday,SKU036,5,P01,15:00-18:00,84,Delivered
ORD01227,2024-03-20 09:06:00,2024-03-20,9,Wednesday,SKU004,8,P02,09:00-12:00,45,Delivered
ORD01228,2024-03-19 11:52:00,2024-03-19,11,Tuesday,SKU026,2,P07,15:00-18:00,38,Delivered
ORD01229,2024-03-26 11:26:00,2024-03-26,11,Tuesday,SKU033,6,P08,15:00-18:00,28,Delivered
ORD01230,2024-03-10 20:58:00,2024-03-10,20,Sunday,SKU022,2,P04,15:00-18:00,96,Returned
ORD01231,2024-03-13 18:02:00,2024-03-13,18,Wednesday,SKU025,3,P07,09:00-12:00,36,Delivered
ORD01232,2024-03-19 16:46:00,2024-03-19,16,Tuesday,SKU015,2,P01,18:00-21:00,82,Delivered
ORD01233,2024-03-11 10:53:00,2024-03-11,10,Monday,SKU021,4,P06,12:00-15:00,73,Delivered
ORD01234,2024-03-24 21:44:00,2024-03-24,21,Sunday,SKU010,7,P06,09:00-12:00,60,Delivered
ORD01235,2024-03-03 20:41:00,2024-03-03,20,Sunday,SKU018,4,P08,18:00-21:00,53,Returned
ORD01236,2024-03-08 18:26:00,2024-03-08,18,Friday,SKU026,3,P05,15:00-18:00,73,Delivered
ORD01237,2024-03-14 12:09:00,2024-03-14,12,Thursday,SKU021,4,P03,18:00-21:00,26,Delivered
ORD01238,2024-03-09 18:45:00,2024-03-09,18,Saturday,SKU034,2,P03,09:00-12:00,75,Delivered
ORD01239,2024-03-03 08:55:00,2024-03-03,8,Sunday,SKU019,7,P07,15:00-18:00,31,Delivered
ORD01240,2024-03-18 10:18:00,2024-03-18,10,Monday,SKU006,6,P02,09:00-12:00,40,Returned
ORD01241,2024-03-30 12:28:00,2024-03-30,12,Saturday,SKU028,7,P05,18:00-21:00,42,Delivered
ORD01242,2024-03-19 20:59:00,2024-03-19,20,Tuesday,SKU019,3,P01,15:00-18:00,90,Delivered
ORD01243,2024-03-06 14:37:00,2024-03-06,14,Wednesday,SKU011,2,P04,15:00-18:00,78,Delivered
ORD01244,2024-03-19 14:33:00,2024-03-19,14,Tuesday,SKU022,7,P05,15:00-18:00,64,Delivered
ORD01245,2024-03-06 21:02:00,2024-03-06,21,Wednesday,SKU029,4,P07,15:00-18:00,88,Delivered
ORD01246,2024-03-11 07:18:00,2024-03-11,7,Monday,SKU008,5,P05,18:00-21:00,71,Delivered
ORD01247,2024-03-06 10:58:00,2024-03-06,10,Wednesday,SKU010,10,P02,12:00-15:00,59,Delivered
ORD01248,2024-03-18 19:48:00,2024-03-18,19,Monday,SKU008,10,P01,12:00-15:00,35,Delivered
ORD01249,2024-03-01 11:18:00,2024-03-01,11,Friday,SKU034,10,P07,18:00-21:00,90,Delivered
ORD01250,2024-03-10 20:45:00,2024-03-10,20,Sunday,SKU027,2,P08,18:00-21:00,91,Delivered
ORD01251,2024-03-05 23:46:00,2024-03-05,23,Tuesday,SKU025,6,P02,12:00-15:00,24,Delivered
ORD01252,2024-03-17 11:29:00,2024-03-17,11,Sunday,SKU022,9,P02,15:00-18:00,37,Delivered
ORD01253,2024-03-23 18:20:00,2024-03-23,18,Saturday,SKU009,9,P01,09:00-12:00,55,Delivered
ORD01254,2024-03-28 20:43:00,2024-03-28,20,Thursday,SKU009,8,P03,18:00-21:00,58,Delivered
ORD01255,2024-03-07 16:05:00,2024-03-07,16,Thursday,SKU034,4,P01,18:00-21:00,23,Delivered
ORD01256,2024-03-20 09:11:00,2024-03-20,9,Wednesday,SKU003,5,P07,12:00-15:00,59,Delivered
ORD01257,2024-03-22 21:56:00,2024-03-22,21,Friday,SKU012,4,P05,18:00-21:00,77,Delivered
ORD01258,2024-03-13 15:34:00,2024-03-13,15,Wednesday,SKU018,2,P04,09:00-12:00,51,Delivered
ORD01259,2024-03-15 11:42:00,2024-03-15,11,Friday,SKU015,3,P08,15:00-18:00,45,Delivered
ORD01260,2024-03-23 08:56:00,2024-03-23,8,Saturday,SKU018,8,P07,12:00-15:00,18,Delivered
ORD01261,2024-03-17 09:54:00,2024-03-17,9,Sunday,SKU029,1,P06,15:00-18:00,55,Delivered
ORD01262,2024-03-26 12:25:00,2024-03-26,12,Tuesday,SKU010,1,P05,18:00-21:00,58,Delivered
ORD01263,2024-03-02 10:26:00,2024-03-02,10,Saturday,SKU009,3,P04,09:00-12:00,66,Delivered
ORD01264,2024-03-01 21:01:00,2024-03-01,21,Friday,SKU029,2,P06,15:00-18:00,85,Delivered
ORD01265,2024-03-02 14:23:00,2024-03-02,14,Saturday,SKU019,3,P07,12:00-15:00,52,Delivered
ORD01266,2024-03-30 11:26:00,2024-03-30,11,Saturday,SKU009,4,P01,09:00-12:00,25,Delivered
ORD01267,2024-03-26 13:10:00,2024-03-26,13,Tuesday,SKU011,1,P04,12:00-15:00,19,Delivered
ORD01268,2024-03-04 18:24:00,2024-03-04,18,Monday,SKU025,3,P05,09:00-12:00,31,Delivered
ORD01269,2024-03-23 18:26:00,2024-03-23,18,Saturday,SKU003,9,P03,09:00-12:00,107,Delivered
ORD01270,2024-03-20 19:50:00,2024-03-20,19,Wednesday,SKU012,9,P01,15:00-18:00,69,Delivered
ORD01271,2024-03-09 21:36:00,2024-03-09,21,Saturday,SKU018,5,P07,09:00-12:00,43,Delayed
ORD01272,2024-03-18 10:18:00,2024-03-18,10,Monday,SKU033,9,P04,18:00-21:00,37,Delivered
ORD01273,2024-03-12 18:45:00,2024-03-12,18,Tuesday,SKU006,4,P01,18:00-21:00,63,Delivered
ORD01274,2024-03-19 08:19:00,2024-03-19,8,Tuesday,SKU012,2,P02,12:00-15:00,41,Delivered
ORD01275,2024-03-16 15:05:00,2024-03-16,15,Saturday,SKU007,10,P08,12:00-15:00,22,Delivered
ORD01276,2024-03-09 12:47:00,2024-03-09,12,Saturday,SKU013,3,P01,15:00-18:00,105,Delivered
ORD01277,2024-03-09 17:48:00,2024-03-09,17,Saturday,SKU020,8,P08,15:00-18:00,60,Delivered
ORD01278,2024-03-16 14:54:00,2024-03-16,14,Saturday,SKU028,2,P02,18:00-21:00,24,Delivered
ORD01279,2024-03-25 01:33:00,2024-03-25,1,Monday,SKU028,3,P04,18:00-21:00,29,Delivered
ORD01280,2024-03-14 13:40:00,2024-03-14,13,Thursday,SKU029,8,P03,18:00-21:00,66,Delivered
ORD01281,2024-03-04 12:18:00,2024-03-04,12,Monday,SKU027,5,P06,15:00-18:00,97,Delivered
ORD01282,2024-03-17 17:51:00,2024-03-17,17,Sunday,SKU022,6,P05,18:00-21:00,85,Returned
ORD01283,2024-03-30 17:54:00,2024-03-30,17,Saturday,SKU034,3,P08,09:00-12:00,73,Delivered
ORD01284,2024-03-16 06:00:00,2024-03-16,6,Saturday,SKU012,4,P04,09:00-12:00,83,Delivered
ORD01285,2024-03-04 06:29:00,2024-03-04,6,Monday,SKU022,2,P06,12:00-15:00,59,Delivered
ORD01286,2024-03-30 09:18:00,2024-03-30,9,Saturday,SKU029,7,P05,15:00-18:00,66,Returned
ORD01287,2024-03-18 14:42:00,2024-03-18,14,Monday,SKU009,10,P03,09:00-12:00,42,Delivered
ORD01288,2024-03-09 15:08:00,2024-03-09,15,Saturday,SKU029,10,P07,15:00-18:00,88,Delivered
ORD01289,2024-03-19 16:51:00,2024-03-19,16,Tuesday,SKU028,10,P08,12:00-15:00,36,Delivered
ORD01290,2024-03-08 22:05:00,2024-03-08,22,Friday,SKU034,10,P03,12:00-15:00,36,Delivered
ORD01291,2024-03-01 10:57:00,2024-03-01,10,Friday,SKU036,3,P08,18:00-21:00,90,Delivered
ORD01292,2024-03-25 08:35:00,2024-03-25,8,Monday,SKU015,7,P08,15:00-18:00,54,Delivered
ORD01293,2024-03-11 14:56:00,2024-03-11,14,Monday,SKU022,4,P03,15:00-18:00,33,Delivered
ORD01294,2024-03-18 12:44:00,2024-03-18,12,Monday,SKU029,2,P07,15:00-18:00,42,Delivered
ORD01295,2024-03-28 13:42:00,2024-03-28,13,Thursday,SKU013,7,P04,12:00-15:00,63,Delivered
ORD01296,2024-03-30 17:00:00,2024-03-30,17,Saturday,SKU009,6,P04,09:00-12:00,104,Delivered
ORD01297,2024-03-30 11:16:00,2024-03-30,11,Saturday,SKU018,1,P05,09:00-12:00,70,Delivered
ORD01298,2024-03-23 17:17:00,2024-03-23,17,Saturday,SKU022,10,P01,18:00-21:00,93,Delivered
ORD01299,2024-03-24 19:48:00,2024-03-24,19,Sunday,SKU019,2,P01,15:00-18:00,27,Delivered
ORD01300,2024-03-06 19:08:00,2024-03-06,19,Wednesday,SKU004,2,P01,18:00-21:00,37,Delivered
ORD01301,2024-03-18 10:54:00,2024-03-18,10,Monday,SKU009,10,P01,15:00-18:00,65,Returned
ORD01302,2024-03-19 17:23:00,2024-03-19,17,Tuesday,SKU019,7,P07,09:00-12:00,34,Delivered
ORD01303,2024-03-17 08:17:00,2024-03-17,8,Sunday,SKU004,8,P01,15:00-18:00,40,Delivered
ORD01304,2024-03-14 09:47:00,2024-03-14,9,Thursday,SKU030,1,P05,15:00-18:00,86,Delivered
ORD01305,2024-03-11 13:53:00,2024-03-11,13,Monday,SKU027,10,P08,09:00-12:00,29,Returned
ORD01306,2024-03-06 17:11:00,2024-03-06,17,Wednesday,SKU012,1,P03,09:00-12:00,58,Delivered
ORD01307,2024-03-29 17:15:00,2024-03-29,17,Friday,SKU012,4,P03,15:00-18:00,38,Delivered
ORD01308,2024-03-06 10:36:00,2024-03-06,10,Wednesday,SKU012,4,P04,15:00-18:00,50,Delayed
ORD01309,2024-03-09 17:16:00,2024-03-09,17,Saturday,SKU004,6,P06,15:00-18:00,100,Delivered
ORD01310,2024-03-22 18:02:00,2024-03-22,18,Friday,SKU034,10,P07,12:00-15:00,94,Delayed
ORD01311,2024-03-14 11:51:00,2024-03-14,11,Thursday,SKU026,5,P04,15:00-18:00,92,Delivered
ORD01312,2024-03-25 09:13:00,2024-03-25,9,Monday,SKU018,1,P02,12:00-15:00,75,Delivered
ORD01313,2024-03-19 10:36:00,2024-03-19,10,Tuesday,SKU014,10,P01,15:00-18:00,44,Delivered
ORD01314,2024-03-01 08:30:00,2024-03-01,8,Friday,SKU013,2,P03,15:00-18:00,54,Delivered
ORD01315,2024-03-18 09:01:00,2024-03-18,9,Monday,SKU016,10,P08,18:00-21:00,66,Delivered
ORD01316,2024-03-08 10:23:00,2024-03-08,10,Friday,SKU022,8,P07,15:00-18:00,32,Delivered
ORD01317,2024-03-29 20:06:00,2024-03-29,20,Friday,SKU015,5,P07,09:00-12:00,45,Returned
ORD01318,2024-03-29 15:44:00,2024-03-29,15,Friday,SKU034,4,P03,12:00-15:00,57,Delivered
ORD01319,2024-03-02 21:19:00,2024-03-02,21,Saturday,SKU029,3,P06,18:00-21:00,65,Delivered
ORD01320,2024-03-01 16:12:00,2024-03-01,16,Friday,SKU031,5,P05,09:00-12:00,38,Delivered
ORD01321,2024-03-07 12:46:00,2024-03-07,12,Thursday,SKU010,9,P06,09:00-12:00,86,Delivered
ORD01322,2024-03-16 15:25:00,2024-03-16,15,Saturday,SKU027,8,P07,18:00-21:00,46,Delivered
ORD01323,2024-03-04 11:20:00,2024-03-04,11,Monday,SKU028,3,P07,15:00-18:00,69,Delivered
ORD01324,2024-03-18 07:31:00,2024-03-18,7,Monday,SKU025,10,P01,12:00-15:00,37,Delivered
ORD01325,2024-03-12 11:32:00,2024-03-12,11,Tuesday,SKU029,10,P07,09:00-12:00,53,Delivered
ORD01326,2024-03-02 09:27:00,2024-03-02,9,Saturday,SKU004,7,P03,18:00-21:00,34,Delivered
ORD01327,2024-03-13 17:30:00,2024-03-13,17,Wednesday,SKU003,7,P03,12:00-15:00,73,Delivered
ORD01328,2024-03-03 11:46:00,2024-03-03,11,Sunday,SKU005,7,P01,12:00-15:00,64,Delivered
ORD01329,2024-03-13 17:00:00,2024-03-13,17,Wednesday,SKU018,7,P07,09:00-12:00,71,Delivered
ORD01330,2024-03-21 08:51:00,2024-03-21,8,Thursday,SKU029,8,P06,18:00-21:00,57,Delivered
ORD01331,2024-03-12 08:11:00,2024-03-12,8,Tuesday,SKU036,9,P07,09:00-12:00,34,Delivered
ORD01332,2024-03-30 17:16:00,2024-03-30,17,Saturday,SKU009,10,P08,18:00-21:00,40,Delivered
ORD01333,2024-03-04 19:29:00,2024-03-04,19,Monday,SKU014,10,P06,15:00-18:00,84,Delivered
ORD01334,2024-03-25 18:34:00,2024-03-25,18,Monday,SKU010,5,P06,18:00-21:00,36,Delivered
ORD01335,2024-03-21 04:07:00,2024-03-21,4,Thursday,SKU014,1,P07,12:00-15:00,37,Delivered
ORD01336,2024-03-04 08:09:00,2024-03-04,8,Monday,SKU023,7,P05,15:00-18:00,73,Delivered
ORD01337,2024-03-08 20:57:00,2024-03-08,20,Friday,SKU030,9,P08,09:00-12:00,39,Delivered
ORD01338,2024-03-05 16:46:00,2024-03-05,16,Tuesday,SKU024,2,P07,09:00-12:00,58,Returned
ORD01339,2024-03-24 10:25:00,2024-03-24,10,Sunday,SKU003,5,P02,18:00-21:00,40,Delivered
ORD01340,2024-03-10 16:34:00,2024-03-10,16,Sunday,SKU031,4,P01,15:00-18:00,88,Delivered
ORD01341,2024-03-25 20:17:00,2024-03-25,20,Monday,SKU028,3,P05,09:00-12:00,76,Delivered
ORD01342,2024-03-09 00:13:00,2024-03-09,0,Saturday,SKU003,7,P03,15:00-18:00,49,Delivered
ORD01343,2024-03-26 22:20:00,2024-03-26,22,Tuesday,SKU005,4,P01,15:00-18:00,43,Delivered
ORD01344,2024-03-10 17:38:00,2024-03-10,17,Sunday,SKU030,10,P07,15:00-18:00,101,Delivered
ORD01345,2024-03-18 01:21:00,2024-03-18,1,Monday,SKU012,8,P03,18:00-21:00,78,Delivered
ORD01346,2024-03-23 09:24:00,2024-03-23,9,Saturday,SKU010,1,P02,18:00-21:00,86,Delayed
ORD01347,2024-03-03 09:33:00,2024-03-03,9,Sunday,SKU014,5,P06,18:00-21:00,74,Delivered
ORD01348,2024-03-20 15:39:00,2024-03-20,15,Wednesday,SKU014,7,P07,09:00-12:00,51,Delivered
ORD01349,2024-03-16 22:24:00,2024-03-16,22,Saturday,SKU034,3,P07,09:00-12:00,27,Delivered
ORD01350,2024-03-07 23:36:00,2024-03-07,23,Thursday,SKU011,3,P07,18:00-21:00,60,Delivered
ORD01351,2024-03-14 19:17:00,2024-03-14,19,Thursday,SKU012,6,P02,15:00-18:00,96,Delivered
ORD01352,2024-03-13 13:29:00,2024-03-13,13,Wednesday,SKU011,8,P03,12:00-15:00,66,Delivered
ORD01353,2024-03-18 18:48:00,2024-03-18,18,Monday,SKU018,3,P02,18:00-21:00,107,Delayed
ORD01354,2024-03-14 09:01:00,2024-03-14,9,Thursday,SKU022,3,P02,18:00-21:00,17,Delivered
ORD01355,2024-03-08 09:40:00,2024-03-08,9,Friday,SKU018,2,P06,09:00-12:00,64,Delivered
ORD01356,2024-03-28 09:58:00,2024-03-28,9,Thursday,SKU008,6,P04,12:00-15:00,75,Returned
ORD01357,2024-03-30 09:08:00,2024-03-30,9,Saturday,SKU012,1,P04,18:00-21:00,73,Delivered
ORD01358,2024-03-20 12:15:00,2024-03-20,12,Wednesday,SKU029,8,P02,15:00-18:00,47,Delivered
ORD01359,2024-03-03 00:02:00,2024-03-03,0,Sunday,SKU026,7,P08,18:00-21:00,24,Delivered
ORD01360,2024-03-09 19:34:00,2024-03-09,19,Saturday,SKU006,10,P01,18:00-21:00,82,Delivered
ORD01361,2024-03-13 18:46:00,2024-03-13,18,Wednesday,SKU028,6,P07,18:00-21:00,77,Delivered
ORD01362,2024-03-28 10:52:00,2024-03-28,10,Thursday,SKU022,2,P03,15:00-18:00,82,Delivered
ORD01363,2024-03-08 18:13:00,2024-03-08,18,Friday,SKU010,6,P02,18:00-21:00,89,Delivered
